show_id,type,title,director,country
s1388,Movie,The Next Three Days,Paul Haggis,United States
s1389,Movie,The White Tiger,Ramin Bahrani,India
s1390,Movie,Friendsgiving,Nicol Paone,United States
s1391,Movie,The Shadow of Violence,Nick Rowland,United Kingdom
s1392,Movie,Cut Throat City,RZA,United States
s1394,Movie,Sightless,Cooper Karl,United States
s1397,Movie,Homefront,Gary Fleder,United States
s1398,Movie,A Monster Calls,J.A. Bayona,United Kingdom
s1399,Movie,Death of Me,Darren Lynn Bousman,United States
s1400,Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler",United States
s1404,Movie,Double Dad,Cris D'Amato,Brazil
s1406,Movie,Outside the Wire,Mikael Håfström,Hungary
s1407,Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith",United States
s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,United States
s1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,Not Given
s1410,Movie,The Vanished,Peter Facinelli,United States
s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,India
s1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,United States
s1413,Movie,Wish You,Sung Do-jun,South Korea
s1414,Movie,Tanda Tanya,Hanung Bramantyo,Indonesia
s1415,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti",Indonesia
s1416,Movie,An Imperfect Murder,James Toback,United States
s1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,United States
s1418,Movie,Al acecho,Francisco D'Eufemia,Argentina
s1420,TV Show,Last Tango in Halifax,Juliet May,United Kingdom
s1421,Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,United States
s1422,Movie,The Intouchables,"Olivier Nakache, Éric Toledano",France
s1423,Movie,Apaharan,Prakash Jha,India
s1424,Movie,BluffMaster!,Rohan Sippy,India
s1425,Movie,Charming,Ross Venokur,Canada
s1427,Movie,Gangaajal,Prakash Jha,India
s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez",Not Given
s1429,Movie,Is Love Enough? Sir,Rohena Gera,India
s1433,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,Spain
s1434,Movie,100% Halal,Jastis Arimba,Indonesia
s1435,Movie,Leap!,"Eric Summer, Éric Warin",France
s1436,Movie,Pieces of a Woman,Kornél Mundruczó,Canada
s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,France
s1442,Movie,Hello Brother,Sohail Khan,India
s1445,Movie,Playing for Keeps,Gabriele Muccino,United States
s1446,Movie,Asphalt Burning,Hallvard Bræin,Norway
s1447,Movie,Bad Grandpa .5,Jeff Tremaine,United States
s1448,Movie,Case 39,Christian Alvart,United States
s1451,Movie,Eddie Murphy: Raw,Robert Townsend,United States
s1452,Movie,Full Out 2: You Got This!,Jeff Deverett,United States
s1453,Movie,Gimme Shelter,Ron Krauss,United States
s1454,Movie,Good Burger,Brian Robbins,United States
s1455,Movie,Good Hair,Jeff Stilson,United States
s1457,Movie,Into the Wild,Sean Penn,United States
s1459,Movie,London Heist,Mark McQueen,United Kingdom
s1460,Movie,Mean Girls 2,Melanie Mayron,United States
s1462,Movie,Mystic Pizza,Donald Petrie,United States
s1464,TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,Canada
s1465,Movie,The Creative Brain,"Jennifer Beamish, Toby Trackman",United States
s1468,Movie,Unknown,Jaume Collet-Serra,United Kingdom
s1469,Movie,What Happened to Mr. Cha?,Kim Dong-kyu,South Korea
s1470,Movie,What's Eating Gilbert Grape,Lasse Hallström,United States
s1471,Movie,Alaska Is a Drag,Shaz Bennett,United States
s1473,Movie,Bobby Jasoos,Samar Shaikh,India
s1475,Movie,Tarung Sarung,Archie Hekagery,Indonesia
s1476,Movie,Too Handsome to Handle,Sabrina Rochelle Kalangie,Indonesia
s1480,TV Show,SanPa: Sins of the Savior,Cosima Spender,Italy
s1482,Movie,The Rope Curse 2,Liao Shih-han,Taiwan
s1485,Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",United States
s1486,Movie,Rango,Gore Verbinski,United States
s1487,Movie,Death to 2020,"Al Campbell, Alice Mathias",United States
s1489,Movie,DNA,Maïwenn,France
s1491,Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,Canada
s1492,Movie,AK vs AK,Vikramaditya Motwane,India
s1494,Movie,Isa Pa with Feelings,Prime Cruz,Philippines
s1495,Movie,We Can Be Heroes,Robert Rodriguez,United States
s1496,Movie,Bridezilla,Andibachtiar Yusuf,Indonesia
s1497,Movie,Cemara's Family,Yandy Laurens,Indonesia
s1498,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,Philippines
s1499,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker",United States
s1500,Movie,The Midnight Sky,George Clooney,United States
s1501,Movie,Your Name Engraved Herein,Liu Kuang-hui,Taiwan
s1502,Movie,After We Collided,Roger Kumble,United States
s1503,Movie,London Hughes: To Catch a D*ck,Kristian Mercado,United States
s1505,Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde",Netherlands
s1508,Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,United Kingdom
s1510,Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,United States
s1511,Movie,The Con Is On,James Haslam,United States
s1512,Movie,Mohamed Hussein,Muhammad Ali,Egypt
s1513,Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,United Kingdom
s1514,Movie,Atlas Shrugged: Part II,John Putch,United States
s1516,Movie,Guest House,Sam Macaroni,United States
s1518,Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States
s1520,Movie,Mukhsin,Yasmin Ahmad,Malaysia
s1521,TV Show,Paava Kadhaigal,"Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran",India
s1522,Movie,Rabun,Yasmin Ahmad,Malaysia
s1523,Movie,Talentime,Yasmin Ahmad,Malaysia
s1524,Movie,An Unremarkable Christmas,Juan Camilo Pinzon,Colombia
s1525,Movie,Braven,Lin Oeding,Canada
s1526,Movie,Eggnoid: Love & Time Portal,Naya Anindita,Indonesia
s1527,Movie,Love You to the Stars and Back,Antoinette Jadaone,Philippines
s1532,Movie,The Wedding Shaman,Farishad I. Latjuba,Not Given
s1534,TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,Not Given
s1530,Movie,Sakaling Maging Tayo,JP Habac,Philippines
s1531,TV Show,Schulz Saves America,Alexx Media,United States
s1533,TV Show,Anitta: Made In Honório,"Andrucha Waddington, Pedro Waddington",Brazil
s1535,Movie,Bwakaw,Jun Lana,Philippines
s1537,Movie,Incarnate,Brad Peyton,United States
s1538,Movie,Lee Daniels' The Butler,Lee Daniels,United States
s1541,Movie,Nocturnal Animals,Tom Ford,United States
s1542,TV Show,The Ripper,"Ellena Wood, Jesse Vile",United Kingdom
s1543,Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,India
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,Not Given
s1545,Movie,Grizzlies,Miranda de Pencier,Canada
s1550,Movie,The Professor and the Madman,Farhad Safinia,Ireland
s1551,Movie,A California Christmas,Shaun Paul Piccinino,United States
s1558,Movie,Canvas,Frank E. Abney III,United States
s1559,Movie,Giving Voice,"James D. Stern, Fernando Villena",United States
s1561,Movie,The Prom,Ryan Murphy,United States
s1562,Movie,Torbaaz,Girish Malik,India
s2436,Movie,Life's Speed Bump,Wael Ehsan,Egypt
s1547,TV Show,Song Exploder,Not Given,United States
s1565,TV Show,Futmalls.com,Lai Chun-yu,Not Given
s1564,Movie,Funny Boy,Deepa Mehta,Canada
s1566,Movie,Just The Way You Are,Theodore Boborol,Philippines
s1567,Movie,She's the One,Mae Czarina Cruz,Philippines
s1568,Movie,The Panti Sisters,Jun Lana,Philippines
s1569,Movie,"Kalel, 15",Jun Lana,Philippines
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,Not Given
s1572,Movie,Rose Island,Sydney Sibilia,Italy
s1576,Movie,André & his olive tree,Josiah Ng,Singapore
s1577,Movie,Bobbleheads The Movie,Kirk Wise,United States
s1581,Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton",United States
s1583,Movie,Triple 9,John Hillcoat,United States
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,United States
s1585,Movie,Ava,Tate Taylor,United States
s1587,TV Show,Room 2806: The Accusation,Jalil Lespert,France
s1588,TV Show,Detention,"Su I-Hsuan, Chuang Shiang-an, Liu Yi",Taiwan
s1589,Movie,Mighty Express: A Mighty Christmas,Clint Butler,Canada
s1592,Movie,Captain Underpants Mega Blissmas,"Erik Kling, Kevin Peaty",United States
s1593,Movie,Christmas Crossfire,Detlev Buck,Germany
s1596,Movie,MANK,David Fincher,United States
s1598,Movie,You Are My Home,Amanda Raymond,United States
s1599,Movie,Between Maybes,Jason Paul Laxamana,Philippines
s1600,Movie,Break,Marc Fouchard,France
s1602,Movie,Just Another Christmas,Roberto Santucci,Brazil
s1603,Movie,Must Be... Love,Dado C. Lumibao,Philippines
s1605,Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Iceland
s1607,Movie,Fierce,Anna Wieczur-Bluszcz,Poland
s1609,Movie,3 Days to Kill,McG,United States
s1610,Movie,Angela's Christmas Wish,Damien O’Connor,United States
s1611,Movie,Angels & Demons,Ron Howard,United States
s1613,Movie,Chef,Jon Favreau,United States
s1614,Movie,Effie Gray,Richard Laxton,United Kingdom
s1617,Movie,Monster House,Gil Kenan,United States
s1618,Movie,Natalie Palamides: Nate - A One Man Show,Phil Burgers,United States
s1621,Movie,Peppermint,Pierre Morel,Hong Kong
s1608,Movie,Hazel Brugger: Tropical,Not Given,Germany
s1622,Movie,Quigley Down Under,Simon Wincer,Australia
s1625,Movie,The Da Vinci Code,Ron Howard,United States
s1627,Movie,The Happytime Murders,Brian Henson,United States
s1630,Movie,U-Turn,Derick Cabrido,Philippines
s1631,Movie,Finding Agnes,Marla M. Ancheta,Philippines
s1632,Movie,Rust Creek,Jen McGowan,United States
s1633,Movie,Spookley and the Christmas Kittens,Bernie Denk,United States
s1634,Movie,The 2nd,Brian Skiba,United States
s1636,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo",United States
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,United States
s1638,Movie,Don’t Listen,Ángel Gómez Hernández,Spain
s1658,Movie,Notes for My Son,Carlos Sorín,Argentina
s1653,Movie,Andhaghaaram,V Vignarajan,India
s1643,Movie,The Beast,Ludovico Di Martino,Italy
s1644,Movie,The Call,Lee Chung-hyun,South Korea
s1645,Movie,Fantastica,Barry Gonzalez,Philippines
s1646,Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,United States
s1647,Movie,Mosul,Matthew Michael Carnahan,United States
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,Philippines
s1649,Movie,Ghosts of War,Eric Bress,United Kingdom
s1651,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,United Kingdom
s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada
s1654,Movie,Andhakaaram,V Vignarajan,India
s1655,TV Show,Before 30,BB Sasore,Nigeria
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan",United States
s1657,Movie,Hillbilly Elegy,Ron Howard,United States
s1660,Movie,Hard Kill,Matt Eskandari,United States
s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,United States
s1663,Movie,The Suit,Mohammad Adel,Egypt
s1664,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,United States
s1665,Movie,Machete Kills,Robert Rodriguez,United States
s1666,Movie,40 Sticks,Victor Gatonye,Kenya
s1667,Movie,Alien Xmas,Stephen Chiodo,United States
s1670,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",United States
s1672,Movie,The App That Stole Christmas,Monica Floyd,United States
s1674,Movie,Black Friday,Anurag Kashyap,India
s1675,Movie,Bodyguard,Siddique,India
s1676,Movie,Break Ke Baad,Danish Aslam,India
s1677,Movie,Hawaizaada,Vibhu Virender Puri,India
s1678,Movie,My Amnesia Girl,Cathy Garcia-Molina,Philippines
s1679,Movie,Raman Raghav 2.0,Anurag Kashyap,India
s1680,Movie,Singham,Rohit Shetty,India
s1681,Movie,TE3N,Ribhu Dasgupta,India
s1682,Movie,The Princess Switch: Switched Again,Mike Rohl,United States
s1683,Movie,Three Words to Forever,Cathy Garcia-Molina,Philippines
s1684,Movie,Well Done Abba,Shyam Benegal,India
s1686,Movie,Ainu Mosir,Takeshi Fukunaga,United States
s1687,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,United States
s1690,Movie,Loving,Jeff Nichols,United Kingdom
s1691,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis",United States
s1692,Movie,A Very Country Christmas,Justin G. Dyck,United States
s1695,Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn",United States
s1696,Movie,Hometown Holiday,Justin G. Dyck,Canada
s1716,TV Show,A Queen Is Born,Carla Barros,Brazil
s1700,Movie,White Christmas,Michael Curtiz,United States
s1701,Movie,Killer Cove,Damián Romay,United States
s1703,Movie,Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,India
s1704,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,United States
s1705,Movie,The Beginning of Life 2: Outside,Renata Terra,Brazil
s1706,Movie,The Life Ahead,Edoardo Ponti,Italy
s1707,TV Show,The Minions of Midas,Mateo Gil,Spain
s1708,Movie,A Very Special Love,Cathy Garcia-Molina,Philippines
s1710,Movie,First Love,Paul Soriano,Philippines
s1711,Movie,Fruitvale Station,Ryan Coogler,United States
s1713,Movie,Ludo,Anurag Basu,India
s1714,Movie,Memories of a Teenager,Lucas Santa Ana,Argentina
s1715,Movie,Prom Night,Nelson McCormick,United States
s1721,Movie,What We Wanted,Ulrike Kofler,Austria
s1722,TV Show,A Lion in the House,"Steven Bognar, Julia Reichert",United States
s1726,Movie,Citation,Kunle Afolayan,Nigeria
s1728,Movie,Girl's Revenge,Weica Wang,Taiwan
s1729,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",Spain
s1730,Movie,The Late Bloomer,Kevin Pollak,United States
s1732,Movie,A New York Christmas Wedding,Otoja Abit,United States
s1733,Movie,Alone/Together,Antoinette Jadaone,Philippines
s1734,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,Argentina
s1735,Movie,Midnight at the Magnolia,Maxwell McGuire,Canada
s1736,Movie,One More Try,Ruel S. Bayani,Philippines
s1737,Movie,Operation Christmas Drop,Martin Wood,United States
s1745,Movie,The Beginning of Life,Estela Renner,Brazil
s1740,Movie,Christmas with a Prince,Justin G. Dyck,Canada
s1742,Movie,Miss India,Narendra Nath,India
s1743,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,Germany
s1744,Movie,MOTHER,Tatsushi Omori,Japan
s1748,Movie,Prospect,"Zeek Earl, Christopher Caldwell",Canada
s1750,Movie,Christmas Break-In,Michael Kampa,United States
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,United States
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,United States
s1754,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,Canada
s1762,Movie,Little Monsters,Richard Greenberg,United States
s1763,Movie,Mile 22,Peter Berg,United States
s1764,Movie,Piercing,Nicolas Pesce,United States
s1765,Movie,Snowden,Oliver Stone,United Kingdom
s1768,Movie,The Impossible,J.A. Bayona,Spain
s1769,Movie,The Next Karate Kid,Christopher Cain,United States
s1771,Movie,Wheels of Fortune,Shaun Paul Piccinino,United States
s1772,TV Show,Afronta! Facing It!,Juliana Vicente,Brazil
s1773,Movie,The 12th Man,Harald Zwart,Norway
s1775,Movie,Hidden in Plain Sight,Stacia Crawford,United States
s1776,Movie,His House,Remi Weekes,United Kingdom
s1777,Movie,In Line,Tope Oshin,Nigeria
s1778,Movie,Kaali Khuhi,Terrie Samundra,India
s1787,Movie,La Gran Ilusión,Antonio Díaz,Not Given
s1781,Movie,Rogue City,Olivier Marchal,France
s1784,Movie,The Day of the Lord,Santiago Alvarado Ilarri,Mexico
s1785,Movie,Pagpag: Nine Lives,Frasco Mortiz,Philippines
s1786,Movie,Holidate,John Whitesell,United States
s1788,Movie,Metallica Through The Never,Nimród Antal,United States
s1789,Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,Poland
s1790,Movie,Secrets of the Saqqara Tomb,James Tovell,United States
s1793,Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,Argentina
s1794,Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,United States
s1795,TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",Taiwan
s1796,Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,India
s1797,Movie,Black '47,Lance Daly,Ireland
s1798,Movie,I Am Woman,Unjoo Moon,Australia
s1799,Movie,Alice Junior,Gil Baroni,Brazil
s1801,TV Show,Move,"Thierry Demaizière, Alban Teurlai",United States
s1802,Movie,Over the Moon,Glen Keane,China
s1803,Movie,Shattered Memories,Chris Sivertson,United States
s1806,Movie,Bending the Arc,"Kief Davidson, Pedro Kos",United States
s1807,Movie,Cadaver,Jarand Herdal,Norway
s1808,Movie,Exes Baggage,Dan Villegas,Philippines
s1809,Movie,Fisherman's Friends,Chris Foggin,United Kingdom
s1810,Movie,The Hows of Us,Cathy Garcia-Molina,Philippines
s1811,Movie,The Hummingbird Project,Kim Nguyen,Canada
s1812,Movie,"Yes, God, Yes",Karen Maine,United States
s1813,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,Canada
s1815,Movie,Rebecca,Ben Wheatley,United Kingdom
s1816,Movie,The Magic School Bus Rides Again The Frizz Connection,Richard Weston,Canada
s1817,Movie,Tremors: Shrieker Island,Don Michael Paul,United States
s1818,Movie,Beirut Oh Beirut,Maroun Baghdadi,Lebanon
s1819,Movie,Bosta,Philippe Aractingi,Lebanon
s1820,Movie,Ghadi,Amin Dora,Lebanon
s1821,Movie,Heritages,Philippe Aractingi,Lebanon
s1822,Movie,Listen,Philippe Aractingi,Lebanon
s1823,Movie,Out of Life,Maroun Baghdadi,France
s1824,Movie,Panoptic,Rana Eid,Lebanon
s1825,Movie,Taxi Ballad,Daniel Joseph,Lebanon
s1826,Movie,The Kite,Randa Chahal Sabbag,Lebanon
s1827,Movie,The Little Wars,Maroun Baghdadi,France
s1828,Movie,Under the Bombs,Philippe Aractingi,France
s1830,Movie,West Beirut,Ziad Doueiri,France
s1831,Movie,What Did I Mess,Shady Hanna,Lebanon
s1832,Movie,Whispers,Maroun Baghdadi,Lebanon
s1833,Movie,Zozo,Josef Fares,Sweden
s1834,Movie,ParaNorman,"Sam Fell, Chris Butler",United States
s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",India
s1836,Movie,I Am Vengeance: Retaliation,Ross Boyask,United Kingdom
s1837,Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones",Kenya
s1839,Movie,In a Valley of Violence,Ti West,United States
s1841,TV Show,Someone Has to Die,Manolo Caro,Mexico
s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,United States
s1844,Movie,Unfriended,Levan Gabriadze,United States
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,United States
s1846,Movie,Batman: The Killing Joke,Sam Liu,United States
s1847,Movie,El-Khawaga's Dilemma,Peter Mimi,Egypt
s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,Indonesia
s1851,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,Indonesia
s1856,Movie,A Choo,"Kevin Ko, Peter Tsi",Taiwan
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,United States
s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,Mexico
s1859,Movie,Fida,Ken Ghosh,India
s1860,Movie,Octonauts & the Great Barrier Reef,Blair Simmons,United Kingdom
s1862,Movie,Dil,Indra Kumar,India
s1863,Movie,Disco Dancer,B. Subhash,India
s1864,Movie,Hunterrr,Harshavardhan Kulkarni,India
s1866,Movie,Phir Hera Pheri,Neeraj Vora,India
s1867,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,India
s1868,Movie,House of the Witch,Alex Merkin,United States
s1870,Movie,Ginny Weds Sunny,Puneet Khanna,India
s1871,Movie,My Step Dad: The Hippie,Meltem Bozoflu,Turkey
s1873,Movie,The Forty-Year-Old Version,Radha Blank,United States
s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France
s1877,Movie,Palermo Hollywood,Eduardo Pinto,Argentina
s1880,Movie,Hubie Halloween,Steve Brill,United States
s1881,TV Show,To the Lake,Pavel Kostomarov,Russia
s1882,Movie,American Pie 9: Girls' Rules,Mike Elliott,United States
s1883,Movie,Dolly Parton: Here I Am,Francis Whately,United Kingdom
s1884,Movie,StarBeam: Halloween Hero,Jon Izen,Canada
s1885,Movie,Walk Away from Love,Christopher Nolen,United States
s1887,Movie,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",United Kingdom
s1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,Canada
s1889,Movie,Good Game: The Beginning,Umut Aral,Turkey
s1892,Movie,A Chaster Marriage,Umut Kirca,Turkey
s1931,Movie,Poacher,Tom Whitworth,United Kingdom
s1893,Movie,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore",United States
s1897,Movie,Òlòtūré,Kenneth Gyang,Nigeria
s1898,Movie,Serious Men,Sudhir Mishra,India
s1899,Movie,The Binding,Domenico de Feudis,Italy
s1900,Movie,Turkish Dance School,Burak Aksak,Turkey
s1901,Movie,Vampires vs. the Bronx,Oz Rodriguez,United States
s1902,Movie,You've Got This,Salvador Espinosa,Mexico
s1903,Movie,All Because of You,Adrian Teh,Malaysia
s1904,Movie,An Ordinary Man,Brad Silberling,Serbia
s1905,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",United States
s1906,Movie,Cold Harbour,Carey McKenzie,South Africa
s1910,Movie,Free State of Jones,Gary Ross,United States
s1920,Movie,The American Game,Mostafa Abu Seif,Not Given
s1912,Movie,Human Nature,Adam Bolt,United States
s1913,Movie,Hunt for the Wilderpeople,Taika Waititi,New Zealand
s1914,Movie,I'm Leaving Now,"Lindsey Cordero, Armando Croda",United States
s1917,Movie,Rize,David LaChapelle,United States
s1921,Movie,The Book of Sun,Faris Godus,Saudi Arabia
s1922,Movie,The Outpost,Rod Lurie,United States
s1925,Movie,We Have Always Lived in the Castle,Stacie Passon,United States
s1927,Movie,American Murder: The Family Next Door,Jenny Popplewell,United States
s1928,Movie,Baxu and the Giants,Florian Schott,Namibia
s1932,Movie,The Boys in the Band,Joe Mantello,United States
s1935,Movie,Bully,Lee Hirsch,United States
s1936,Movie,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,United States
s1937,Movie,Welcome to Sudden Death,Dallas Jackson,United States
s1938,Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,South Africa
s1939,Movie,Ankhon Dekhi,Rajat Kapoor,India
s1940,Movie,Dedh Ishqiya,Abhishek Chaubey,India
s1941,Movie,Golmaal Returns,Rohit Shetty,India
s1942,Movie,Ishq Vishk,Ken Ghosh,India
s1943,Movie,Ishqiya,Abhishek Chaubey,India
s1944,Movie,Jab We Met,Imtiaz Ali,India
s1945,Movie,Mann,Indra Kumar,India
s1946,Movie,Manorama Six Feet Under,Navdeep Singh,India
s1947,Movie,Welcome,Anees Bazmee,India
s1951,Movie,Time Out,Rikhil Bahadur,India
s1954,Movie,My Mother's Wound,Ozan Açıktan,Turkey
s1969,Movie,High & Low The Worst,Shigeaki Kubo,Japan
s1958,Movie,Real Steel,Shawn Levy,United States
s1960,Movie,Enola Holmes,Harry Bradbeer,United Kingdom
s1961,Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",United States
s1963,Movie,A Love Song for Latasha,Sophia Nahli Allison,United States
s1964,Movie,DTC Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,Japan
s1965,Movie,High & Low The Movie,Shigeaki Kubo,Japan
s1966,Movie,High & Low The Movie 2 / End of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan
s1967,Movie,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan
s1968,Movie,High & Low The Red Rain,Yudai Yamaguchi,Japan
s2026,Movie,PhotoCopy,Vijay Maurya,India
s1970,Movie,Road To High & Low,Shigeaki Kubo,Japan
s1971,Movie,The Blue Elephant 2,Marwan Hamed,Egypt
s1972,Movie,Bhaji In Problem,Smeep Kang,India
s1973,Movie,Black,Raja Chanda,India
s1987,Movie,Nee Enge En Anbe,Sekhar Kammula,India
s1975,Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,India
s1976,Movie,Santa Banta Pvt Ltd,Akashdeep,India
s1977,Movie,The Royal Bengal Tiger,Rajesh Ganguly,India
s1978,Movie,Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,India
s1982,Movie,Whipped,Chandra Liow,Indonesia
s1983,Movie,Anaamika,Sekhar Kammula,India
s1985,Movie,GIMS: On the Record,Florent Bodin,France
s1986,Movie,Horrid Henry's Gross Day Out,Gary Andrews,United Kingdom
s1988,Movie,Residue,Merawi Gerima,United States
s1993,Movie,Dr Jason Leong Hashtag Blessed,Kubhaer T. Jethwani,Not Given
s2005,Movie,Wish Upon a Unicorn,Steve Bencich,Not Given
s1996,Movie,The Devil All The Time,Antonio Campos,United States
s1997,Movie,The Paramedic,Carles Torras,Spain
s1998,Movie,The Take,James Watkins,United Kingdom
s1999,TV Show,Call the Midwife,Philippa Lowthorpe,United Kingdom
s2000,Movie,Hope Frozen: A Quest to Live Twice,Pailin Wedel,Thailand
s2001,Movie,Michael McIntyre: Showman,Chris Howe,United Kingdom
s2002,Movie,Raising Victor Vargas,Peter Sollett,France
s2004,Movie,The Smurfs 2,Raja Gosnell,United States
s2006,Movie,Lara and the Beat,Tosin Coker,Nigeria
s2008,Movie,Dad Wanted,Javier Colinas,Mexico
s2015,Movie,Wonho Chung: Live in New York,Shaun Mir,Not Given
s2011,Movie,How to Train Your Dragon 2,Dean DeBlois,United States
s2012,Movie,Pets United,Reinhard Klooss,Germany
s2016,Movie,Aapla Manus,Satish Rajwade,India
s2017,Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,India
s2018,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India
s2019,Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India
s2020,Movie,Cycle,Prakash Kunte,India
s2021,Movie,Dhh,Manish Saini,India
s2023,TV Show,Julie and the Phantoms,Kenny Ortega,United States
s2024,Movie,Kaagar,Makarand Mane,India
s2025,Movie,Night of Knots,Hakan Algül,Turkey
s2027,Movie,Poshter Girl,Sameer Patil,India
s2028,Movie,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia
s2029,Movie,Son Of Adam,Ahmed Nader Galal,Egypt
s2030,Movie,The Babysitter: Killer Queen,McG,United States
s2031,Movie,Cargo,Arati Kadav,India
s2032,Movie,Cuties,Maïmouna Doucouré,France
s2034,TV Show,La Línea: Shadow of Narco,Pepe Mora,Spain
