show_id,date_added,release_year,rating,duration,listed_in
s1219,03/12/2021,2021,PG,90 min,"Children & Family Movies, Comedies"
s1220,03/12/2021,2016,TV-PG,107 min,"Comedies, Dramas, Independent Movies"
s1221,03/11/2021,2021,TV-MA,92 min,"Dramas, Independent Movies, International Movies"
s1222,03/11/2021,2020,TV-14,94 min,"Dramas, International Movies"
s1223,03/11/2021,2020,TV-MA,99 min,"Horror Movies, Independent Movies"
s1224,03/10/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s1229,03/08/2021,2021,PG-13,97 min,"Dramas, Independent Movies, International Movies"
s1231,03/05/2021,2021,TV-14,151 min,"Comedies, Dramas, Independent Movies"
s1233,03/05/2021,2021,TV-MA,108 min,"Comedies, Dramas, International Movies"
s1234,03/05/2021,2020,TV-14,113 min,"Comedies, International Movies"
s1235,03/05/2021,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s1237,03/05/2021,2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies"
s1238,03/04/2021,2020,TV-14,116 min,"Comedies, International Movies, Romantic Movies"
s1240,03/04/2021,2013,R,119 min,Action & Adventure
s1241,03/04/2021,2013,PG-13,116 min,"Dramas, Romantic Movies"
s1242,03/03/2021,2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals"
s1243,03/03/2021,2021,TV-14,1 Season,"Crime TV Shows, Docuseries"
s1244,03/02/2021,2014,PG-13,121 min,Dramas
s1245,03/02/2021,2020,TV-14,115 min,"Action & Adventure, Comedies, International Movies"
s1249,03/01/2021,2021,R,98 min,"Documentaries, Music & Musicals"
s1247,03/01/2021,2019,TV-MA,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows"
s1250,03/01/2021,2021,TV-MA,96 min,Stand-Up Comedy
s1251,03/01/2021,2021,TV-G,42 min,"Documentaries, International Movies, Music & Musicals"
s1248,03/01/2021,2009,TV-PG,182 min,"Action & Adventure, Dramas, International Movies"
s1252,03/01/2021,1990,PG-13,181 min,"Action & Adventure, Classic Movies, Dramas"
s1253,03/01/2021,2018,TV-14,100 min,"Comedies, International Movies"
s1254,03/01/2021,2019,TV-Y,22 min,"Children & Family Movies, Comedies"
s1255,03/01/2021,1988,R,134 min,"Classic Movies, Dramas"
s1257,03/01/2021,2006,R,94 min,"Comedies, Cult Movies, Music & Musicals"
s1256,03/01/2021,2011,TV-14,177 min,"Action & Adventure, Dramas, International Movies"
s1259,2/26/2021,2021,TV-Y7,88 min,"Children & Family Movies, Comedies"
s1260,2/26/2021,2016,R,119 min,"Comedies, Dramas, Independent Movies"
s1261,2/26/2021,2021,TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
s1262,2/26/2021,2006,TV-MA,112 min,"Dramas, Independent Movies, International Movies"
s1264,2/26/2021,2015,R,103 min,Action & Adventure
s1265,2/26/2021,2011,R,90 min,"Comedies, Dramas, Independent Movies"
s1266,2/26/2021,2021,TV-MA,120 min,"International Movies, Thrillers"
s1267,2/26/2021,2008,TV-MA,97 min,"Dramas, Independent Movies, International Movies"
s1268,2/26/2021,2014,TV-MA,102 min,"International Movies, Thrillers"
s1270,2/25/2021,2021,TV-PG,106 min,"Dramas, International Movies, Romantic Movies"
s1277,2/24/2021,2019,TV-MA,84 min,"Dramas, International Movies"
s1274,2/24/2021,2020,TV-14,119 min,"International Movies, Thrillers"
s1279,2/23/2021,2021,TV-G,58 min,Stand-Up Comedy
s1280,2/23/2021,2020,TV-14,90 min,"Documentaries, International Movies"
s1281,2/23/2021,2021,TV-14,109 min,"Documentaries, International Movies, Sports Movies"
s1282,2/23/2021,2021,TV-14,143 min,"Dramas, International Movies"
s1284,2/21/2021,2013,R,112 min,"Horror Movies, Thrillers"
s1285,2/21/2021,2016,R,134 min,Horror Movies
s1287,2/20/2021,2020,TV-MA,123 min,"Comedies, Dramas, Independent Movies"
s1289,2/20/2021,2018,PG-13,123 min,"Dramas, Thrillers"
s1291,2/19/2021,2021,R,118 min,"Comedies, LGBTQ Movies, Thrillers"
s1292,2/19/2021,2020,TV-14,91 min,"Dramas, Independent Movies, International Movies"
s1293,2/19/2021,2017,TV-PG,76 min,"Documentaries, International Movies"
s1294,2/19/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1290,2/20/2021,2020,TV-G,58 min,"Documentaries, International Movies, Music & Musicals"
s1296,2/18/2021,2019,TV-MA,97 min,"Comedies, Dramas, Independent Movies"
s1298,2/18/2021,2018,TV-14,85 min,Horror Movies
s1304,2/17/2021,2018,TV-PG,92 min,Documentaries
s1305,2/16/2021,2021,TV-PG,139 min,Children & Family Movies
s1306,2/16/2021,2002,TV-14,162 min,"Action & Adventure, Comedies, Dramas"
s1308,2/16/2021,2017,PG,92 min,"Children & Family Movies, Comedies, Dramas"
s1310,2/15/2021,2018,TV-14,86 min,Thrillers
s1312,2/14/2021,2021,TV-14,107 min,"Comedies, Dramas, International Movies"
s1313,2/13/2021,2020,TV-MA,85 min,"Dramas, Independent Movies, LGBTQ Movies"
s1316,02/12/2021,2021,TV-MA,83 min,Stand-Up Comedy
s1317,02/12/2021,2019,TV-MA,104 min,"Dramas, International Movies, Romantic Movies"
s1319,02/12/2021,2021,TV-14,116 min,"Comedies, Romantic Movies"
s1320,02/12/2021,2021,TV-Y7,87 min,Children & Family Movies
s1323,02/11/2021,2018,TV-14,91 min,"Comedies, Dramas, International Movies"
s1324,02/11/2021,2020,TV-14,119 min,"Dramas, International Movies, Romantic Movies"
s1325,02/11/2021,2012,R,102 min,"Dramas, Independent Movies, Romantic Movies"
s1326,02/11/2021,2021,TV-MA,86 min,"International Movies, Thrillers"
s1327,02/11/2021,2021,TV-14,102 min,"Comedies, International Movies, Romantic Movies"
s1309,2/15/2021,2021,TV-Y7,4 Seasons,"Kids' TV, TV Comedies"
s1328,02/11/2021,2008,TV-MA,98 min,"Documentaries, Music & Musicals"
s1329,02/10/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1330,02/10/2021,2021,TV-MA,99 min,"Comedies, International Movies"
s1331,02/10/2021,2019,PG,108 min,"Dramas, Romantic Movies"
s1334,02/08/2021,2016,R,114 min,"Comedies, Dramas"
s1335,02/07/2021,2020,TV-14,104 min,"Action & Adventure, International Movies"
s1337,02/05/2021,2017,TV-MA,88 min,Stand-Up Comedy
s1338,02/05/2021,2017,TV-PG,104 min,"Dramas, Independent Movies, International Movies"
s1341,02/05/2021,2020,TV-14,123 min,"Dramas, International Movies"
s1342,02/05/2021,2021,R,106 min,"Dramas, Independent Movies"
s1343,02/05/2021,2021,TV-MA,138 min,"Action & Adventure, Dramas, International Movies"
s1344,02/05/2021,2021,R,113 min,Documentaries
s1345,02/05/2021,2020,TV-MA,107 min,"Dramas, International Movies, Romantic Movies"
s1346,02/05/2021,2021,TV-14,133 min,"Action & Adventure, International Movies"
s1347,02/03/2021,2020,TV-MA,97 min,"Comedies, Dramas, International Movies"
s1348,02/03/2021,2020,TV-MA,116 min,"Action & Adventure, International Movies"
s1352,02/02/2021,2020,TV-PG,123 min,"Dramas, Faith & Spirituality, International Movies"
s1354,02/01/2021,1997,PG-13,89 min,"Action & Adventure, Comedies"
s1358,02/01/2021,2019,TV-MA,93 min,Dramas
s1359,02/01/2021,2010,R,139 min,Thrillers
s1360,02/01/2021,2008,R,112 min,"Dramas, International Movies, Thrillers"
s1361,02/01/2021,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1365,02/01/2021,2005,PG,101 min,"Children & Family Movies, Sci-Fi & Fantasy"
s1367,1/31/2021,2020,PG-13,113 min,"Dramas, Faith & Spirituality"
s1368,1/31/2021,2018,R,89 min,Horror Movies
s1369,1/29/2021,2021,TV-MA,107 min,"Action & Adventure, International Movies"
s1370,1/29/2021,2021,PG,123 min,"Children & Family Movies, Comedies"
s1371,1/29/2021,2021,PG-13,113 min,"Dramas, International Movies"
s1382,1/26/2021,2019,TV-14,108 min,"Comedies, International Movies, Romantic Movies"
s1373,1/28/2021,2021,TV-PG,90 min,"Children & Family Movies, Dramas, International Movies"
s1383,1/26/2021,2019,TV-PG,102 min,"Dramas, International Movies, Romantic Movies"
s1375,1/27/2021,2021,TV-14,52 min,"Documentaries, International Movies, Sports Movies"
s1377,1/27/2021,2020,TV-MA,127 min,"Comedies, Dramas, Independent Movies"
s1379,1/27/2021,2021,TV-14,95 min,"Children & Family Movies, Dramas"
s1380,1/26/2021,2018,TV-14,121 min,"Dramas, International Movies"
s1387,1/22/2021,2020,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies"
s1388,1/22/2021,2010,PG-13,133 min,"Dramas, Thrillers"
s1389,1/22/2021,2021,R,127 min,Dramas
s1390,1/21/2021,2020,R,95 min,Comedies
s1391,1/21/2021,2020,R,101 min,Dramas
s1392,1/20/2021,2020,R,123 min,Dramas
s1394,1/20/2021,2020,TV-14,89 min,Thrillers
s1397,1/18/2021,2013,R,100 min,Action & Adventure
s1398,1/16/2021,2016,PG-13,108 min,"Dramas, Sci-Fi & Fantasy"
s1399,1/16/2021,2020,R,94 min,Horror Movies
s1400,1/16/2021,2018,TV-14,103 min,"Dramas, Independent Movies"
s1404,1/15/2021,2020,TV-G,105 min,"Children & Family Movies, Comedies, Dramas"
s1406,1/15/2021,2021,R,116 min,Action & Adventure
s1407,1/15/2021,2014,PG,92 min,"Children & Family Movies, Comedies"
s1408,1/15/2021,2019,TV-Y,65 min,Children & Family Movies
s1419,01/12/2021,2021,TV-MA,98 min,Stand-Up Comedy
s1410,1/15/2021,2020,R,115 min,Thrillers
s1411,1/15/2021,2021,TV-MA,96 min,"Dramas, International Movies"
s1412,1/15/2021,2021,TV-14,32 min,Documentaries
s1413,1/15/2021,2021,TV-PG,102 min,"Dramas, International Movies, LGBTQ Movies"
s1414,1/14/2021,2011,TV-MA,102 min,"Dramas, International Movies"
s1415,1/14/2021,2020,TV-14,101 min,"Comedies, Dramas, International Movies"
s1416,1/13/2021,2017,R,71 min,"Dramas, Thrillers"
s1417,1/13/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1418,01/12/2021,2019,TV-MA,81 min,"International Movies, Thrillers"
s1420,01/12/2021,2020,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas"
s1421,01/11/2021,2021,TV-MA,90 min,Documentaries
s1422,01/11/2021,2011,R,112 min,"Comedies, Dramas, International Movies"
s1423,01/08/2021,2005,TV-14,161 min,"Dramas, International Movies"
s1424,01/08/2021,2005,TV-14,129 min,"Comedies, International Movies, Romantic Movies"
s1425,01/08/2021,2021,TV-Y7,85 min,"Children & Family Movies, Comedies"
s1427,01/08/2021,2003,TV-MA,148 min,"Dramas, International Movies"
s1437,01/06/2021,2021,TV-MA,76 min,"Documentaries, International Movies, Music & Musicals"
s1429,01/08/2021,2018,TV-MA,99 min,"Dramas, Independent Movies, International Movies"
s1433,01/08/2021,2021,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows"
s1434,01/07/2021,2020,TV-14,101 min,"Dramas, International Movies"
s1435,01/07/2021,2016,PG,89 min,"Children & Family Movies, Comedies"
s1436,01/07/2021,2020,R,128 min,Dramas
s1439,01/06/2021,2020,TV-14,99 min,"Documentaries, International Movies, Sports Movies"
s1442,01/04/2021,1999,TV-14,126 min,"Action & Adventure, Comedies, International Movies"
s1445,01/03/2021,2012,PG-13,106 min,"Comedies, Romantic Movies, Sports Movies"
s1446,01/02/2021,2020,TV-14,101 min,"Action & Adventure, Comedies, International Movies"
s1447,01/01/2021,2014,TV-MA,87 min,Comedies
s1448,01/01/2021,2009,R,111 min,"Horror Movies, Thrillers"
s1451,01/01/2021,1987,R,90 min,Stand-Up Comedy
s1452,01/01/2021,2020,TV-Y,91 min,"Children & Family Movies, Dramas, Sports Movies"
s1453,01/01/2021,2013,PG-13,101 min,"Dramas, Independent Movies"
s1454,01/01/2021,1997,PG,96 min,"Children & Family Movies, Comedies"
s1455,01/01/2021,2009,PG-13,96 min,Documentaries
s1457,01/01/2021,2007,R,148 min,"Action & Adventure, Dramas, Independent Movies"
s1459,01/01/2021,2017,R,96 min,Action & Adventure
s1460,01/01/2021,2011,PG-13,98 min,Comedies
